"2016-11-29 21:10:00"
"2016-11-29 21:20:00","288"
"2016-11-29 21:30:00","292"
"2016-11-29 21:40:00","368"
"2016-11-29 21:50:00","335"
"2016-11-29 22:00:00","242"
"2016-11-29 22:10:00","316"
"2016-11-29 22:20:00","224"
"2016-11-29 22:30:00","285"
"2016-11-29 22:40:00","272"
"2016-11-29 22:50:00","198"
"2016-11-29 23:00:00","194"
"2016-11-29 23:10:00","248"
"2016-11-29 23:20:00","233"
"2016-11-29 23:30:00","169"
"2016-11-29 23:40:00","215"
"2016-11-29 23:50:00","154"
"2016-11-30 00:00:00","194"
"2016-11-30 00:10:00","0"
"2016-11-30 00:20:00","0"
"2016-11-30 00:30:00","0"
"2016-11-30 00:40:00","0"
"2016-11-30 00:50:00","0"
"2016-11-30 01:00:00","0"
"2016-11-30 01:10:00","0"
"2016-11-30 01:20:00","0"
"2016-11-30 01:30:00","0"
"2016-11-30 01:40:00","0"
"2016-11-30 01:50:00","0"
"2016-11-30 02:00:00","0"
"2016-11-30 02:10:00","0"
"2016-11-30 02:20:00","0"
"2016-11-30 02:30:00","0"
"2016-11-30 02:40:00","0"
"2016-11-30 02:50:00","0"
"2016-11-30 03:00:00","0"
"2016-11-30 03:10:00","0"
"2016-11-30 03:20:00","0"
"2016-11-30 03:30:00","0"
"2016-11-30 03:40:00","0"
"2016-11-30 03:50:00","0"
"2016-11-30 04:00:00","0"
"2016-11-30 04:10:00","0"
"2016-11-30 04:20:00","0"
"2016-11-30 04:30:00","0"
"2016-11-30 04:40:00","0"
"2016-11-30 04:50:00","0"
"2016-11-30 05:00:00","31"
"2016-11-30 05:10:00","144"
"2016-11-30 05:20:00","127"
"2016-11-30 05:30:00","199"
"2016-11-30 05:40:00","232"
"2016-11-30 05:50:00","204"
"2016-11-30 06:00:00","313"
"2016-11-30 06:10:00","270"
"2016-11-30 06:20:00","410"
"2016-11-30 06:30:00","349"
"2016-11-30 06:40:00","380"
"2016-11-30 06:50:00","424"
"2016-11-30 07:00:00","477"
"2016-11-30 07:10:00","522"
"2016-11-30 07:20:00","569"
"2016-11-30 07:30:00","404"
"2016-11-30 07:40:00","636"
"2016-11-30 07:50:00","886"
"2016-11-30 08:00:00","481"
"2016-11-30 08:10:00","637"
"2016-11-30 08:20:00","675"
"2016-11-30 08:30:00","666"
"2016-11-30 08:40:00","876"
"2016-11-30 08:50:00","420"
"2016-11-30 09:00:00","611"
"2016-11-30 09:10:00","767"
"2016-11-30 09:20:00","381"
"2016-11-30 09:30:00","531"
"2016-11-30 09:40:00","505"
"2016-11-30 09:50:00","477"
"2016-11-30 10:00:00","457"
"2016-11-30 10:10:00","436"
"2016-11-30 10:20:00","425"
"2016-11-30 10:30:00","405"
"2016-11-30 10:40:00","534"
"2016-11-30 10:50:00","392"
"2016-11-30 11:00:00","391"
"2016-11-30 11:10:00","383"
"2016-11-30 11:20:00","518"
"2016-11-30 11:30:00","384"
"2016-11-30 11:40:00","384"
"2016-11-30 11:50:00","481"
"2016-11-30 12:00:00","420"
"2016-11-30 12:10:00","390"
"2016-11-30 12:20:00","389"
"2016-11-30 12:30:00","393"
"2016-11-30 12:40:00","529"
"2016-11-30 12:50:00","397"
"2016-11-30 13:00:00","396"
"2016-11-30 13:10:00","402"
"2016-11-30 13:20:00","405"
"2016-11-30 13:30:00","409"
"2016-11-30 13:40:00","416"
"2016-11-30 13:50:00","520"
"2016-11-30 14:00:00","336"
"2016-11-30 14:10:00","443"
"2016-11-30 14:20:00","463"
"2016-11-30 14:30:00","480"
"2016-11-30 14:40:00","498"
"2016-11-30 14:50:00","515"
"2016-11-30 15:00:00","525"
"2016-11-30 15:10:00","534"
"2016-11-30 15:20:00","541"
"2016-11-30 15:30:00","547"
"2016-11-30 15:40:00","731"
"2016-11-30 15:50:00","562"
"2016-11-30 16:00:00","566"
"2016-11-30 16:10:00","577"
"2016-11-30 16:20:00","583"
"2016-11-30 16:30:00","586"
"2016-11-30 16:40:00","584"
"2016-11-30 16:50:00","590"
"2016-11-30 17:00:00","598"
"2016-11-30 17:10:00","400"
"2016-11-30 17:20:00","610"
"2016-11-30 17:30:00","409"
"2016-11-30 17:40:00","486"
"2016-11-30 17:50:00","336"
"2016-11-30 18:00:00","603"
"2016-11-30 18:10:00","399"
"2016-11-30 18:20:00","399"
"2016-11-30 18:30:00","385"
"2016-11-30 18:40:00","560"
"2016-11-30 18:50:00","378"
"2016-11-30 19:00:00","349"
"2016-11-30 19:10:00","521"
"2016-11-30 19:20:00","332"
"2016-11-30 19:30:00","322"
"2016-11-30 19:40:00","462"
"2016-11-30 19:50:00","354"
"2016-11-30 20:00:00","214"
"2016-11-30 20:10:00","392"
"2016-11-30 20:20:00","252"
"2016-11-30 20:30:00","363"
"2016-11-30 20:40:00","465"
"2016-11-30 20:50:00","335"
"2016-11-30 21:00:00","416"
"2016-11-30 21:10:00","302"
"2016-11-30 21:20:00","386"
"2016-11-30 21:30:00","276"
"2016-11-30 21:40:00","353"
"2016-11-30 21:50:00","338"
"2016-11-30 22:00:00","244"
"2016-11-30 22:10:00","314"
"2016-11-30 22:20:00","225"
"2016-11-30 22:30:00","288"
"2016-11-30 22:40:00","275"
"2016-11-30 22:50:00","196"
"2016-11-30 23:00:00","254"
"2016-11-30 23:10:00","243"
"2016-11-30 23:20:00","176"
"2016-11-30 23:30:00","230"
"2016-11-30 23:40:00","166"
"2016-11-30 23:50:00","205"
"2016-12-01 00:00:00","152"
"2016-12-01 00:10:00","0"
"2016-12-01 00:20:00","0"
"2016-12-01 00:30:00","0"
"2016-12-01 00:40:00","0"
"2016-12-01 00:50:00","0"
"2016-12-01 01:00:00","0"
"2016-12-01 01:10:00","0"
"2016-12-01 01:20:00","0"
"2016-12-01 01:30:00","0"
"2016-12-01 01:40:00","0"
"2016-12-01 01:50:00","0"
"2016-12-01 02:00:00","0"
"2016-12-01 02:10:00","0"
"2016-12-01 02:20:00","0"
"2016-12-01 02:30:00","0"
"2016-12-01 02:40:00","0"
"2016-12-01 02:50:00","0"
"2016-12-01 03:00:00","0"
"2016-12-01 03:10:00","0"
"2016-12-01 03:20:00","0"
"2016-12-01 03:30:00","0"
"2016-12-01 03:40:00","0"
"2016-12-01 03:50:00","0"
"2016-12-01 04:00:00","0"
"2016-12-01 04:10:00","0"
"2016-12-01 04:20:00","0"
"2016-12-01 04:30:00","0"
"2016-12-01 04:40:00","0"
"2016-12-01 04:50:00","0"
"2016-12-01 05:00:00","32"
"2016-12-01 05:10:00","147"
"2016-12-01 05:20:00","132"
"2016-12-01 05:30:00","202"
"2016-12-01 05:40:00","234"
"2016-12-01 05:50:00","206"
"2016-12-01 06:00:00","317"
"2016-12-01 06:10:00","268"
"2016-12-01 06:20:00","401"
"2016-12-01 06:30:00","335"
"2016-12-01 06:40:00","384"
"2016-12-01 06:50:00","424"
"2016-12-01 07:00:00","471"
"2016-12-01 07:10:00","518"
"2016-12-01 07:20:00","562"
"2016-12-01 07:30:00","601"
"2016-12-01 07:40:00","630"
"2016-12-01 07:50:00","654"
"2016-12-01 08:00:00","665"
"2016-12-01 08:10:00","894"
"2016-12-01 08:20:00","672"
"2016-12-01 08:30:00","664"
"2016-12-01 08:40:00","563"
"2016-12-01 08:50:00","572"
"2016-12-01 09:00:00","738"
"2016-12-01 09:10:00","434"
"2016-12-01 09:20:00","516"
"2016-12-01 09:30:00","532"
"2016-12-01 09:40:00","502"
